orig_path,label,sha256
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug16.jpg,GOOD,1a6c07a00b41f052e5ccbdf6fe42a5ed7a3f6910986a6ef723d9fcc26f94010a
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug17.jpg,GOOD,85d4ed831a8cb104d986ed2405c182950fa9ef44da158911863d6b91fed18dcc
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug18.jpg,GOOD,8bbbb34fc55b986560a04ebe956cb3818806575f74dcf76825f41cf1a9cdbf5d
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug19.jpg,GOOD,d2db3f4f9ac07a1486a567bf6e1313f1396176dfce5237a0faa85f78d45b95bb
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug2.jpg,GOOD,122111cec319fe59d470b685d3f652708ba1a5e1d2cc213313c088d0dc127a4a
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug20.jpg,GOOD,1ca9325f0fea0c052ef29fb5d81ee61fd66813d78c22fb142600e90696c2f8d9
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug21.jpg,GOOD,405806bf27a26ba7585221ac8cfeca54a3d63b11e5ec8b75cdc0eb188fdd7fbd
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug22.jpg,GOOD,8af70d32435b1ac9a3041aad71a9ccb78acf68ecb5bb68ee1d808b4d3cdc2c4f
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug23.jpg,GOOD,6f5659f7eb6bad80633f42ee90b1bf69308bb842e82c35ff360392437bb9f278
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug24.jpg,GOOD,d8665b3a0bf45f27fc2009a549f8442d727e75a89124aae77c942e01f63afbb4
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug25.jpg,GOOD,266e85c0248c10c7437b14c70129458aabf7feb5aa5e94c76a595e2937183b2a
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug26.jpg,GOOD,c8465e780e6c4c8018b0a34354842c4d04a02a54836f18883f8c75e04ae784b5
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug27.jpg,GOOD,5a004c937fa2319eccff0ff1ca26cb5d03a8368f3970a583c04c56328f118df8
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug28.jpg,GOOD,15ff1b33123b7aa640bdff9b7e68ef0190f6fd4aa862334ec08e26e6f4d95709
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug29.jpg,GOOD,3b41fcf7d054a8eb6861a5a0a89dbb818e02ae1dbfe349fec96ed76180f80c3d
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug3.jpg,GOOD,df9e66ccd3d7117901e213391ac24bd5d9ec8e61d6f6fd21e1d051247afe51d1
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug4.jpg,GOOD,56fe7966456ceb9754ffed60d7e310ef09e1fde5aef2b59b2c979d311ac86503
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug5.jpg,GOOD,ecdfc8bd679bdf1bfbe5617864ef2cd82b0f4d94c3dafcc66174c4267f133b87
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug6.jpg,GOOD,e8d7bd7c054172ba1ca318a5431a9c39efc98a8c61b1cc9d413dcd7cf366e8db
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug7.jpg,GOOD,b6b5d4f0866527381badf5ad534147e398cb39d92ac205c48f2c6659f6b9feaf
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug8.jpg,GOOD,b50793063de59814c68176fb696630dd5c29bf154e2aec9dd12ff7b9ac91c91f
clean_data\augmented\GOOD\IMG-20250215-WA0041 (1) (1) (1)-XMyFGq_aug9.jpg,GOOD,6e16836fcddedd4dd9a78c750b49864cfba32d9f9e64eaf935b8e244814ba70b
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug0.jpg,GOOD,c339b6afdc4da333fd60463563c992c3b00e416d78dbc4500040760fbaee2eff
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug1.jpg,GOOD,b6e5b4863297319912fe2ff5093e3709d7030f69b253e622805b8543a9519bfe
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug10.jpg,GOOD,16544a94284bef42b3db6c0a4ea0c49871ddea4d3a63856b4ebef9b09afdae0a
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug11.jpg,GOOD,c8be7edda4e43a29adbfafb77c419e4b1185d6db86ba306b361908af05f55b6f
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug12.jpg,GOOD,476d3ff151fa65b3e86c1192365a3ccde1311676753f91b1ed123c688666baf0
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug13.jpg,GOOD,19a49b604df37932dda7f0d6b23fe26e69c122d74153325e1bc803dd404995fd
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug14.jpg,GOOD,69c24c9e8d6f4a3a09e8ec4334a3ee6591170e606e0168d3d5eff655498a1077
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug15.jpg,GOOD,4db2099fd8d1150c24949f618165bb7c0bad67100e012b0918c440345da5aec7
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug16.jpg,GOOD,9a4334d6dac3c6b3d3491974478a5ff87c5f6ce910ff969a963e0d46aa31e084
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug17.jpg,GOOD,50473379e0ffbb8d0d991939509be3798c553ff26c2b726d28c5a6146b12f2e5
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug18.jpg,GOOD,bc9271a9755d44847079e1f3ae1bab07a316bd0d8f7fc5b2b8b5c607be4da10c
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug19.jpg,GOOD,38e9bfec939343ed5177b0feee52fa8e0394302a6511b05d2b5afcf1c9a2716c
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug2.jpg,GOOD,20f9b9a8e6c4fce722a508b54fe886d14fe5dacde1e543bf56fe532925e8fba9
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug20.jpg,GOOD,8b56aff3918d5969b125abf01161657075ffc2f5c2aeffc26248d7c0a99896f0
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug21.jpg,GOOD,48e13bb6e769b5517a0462bb954c24fe9305741e4e0951496587af18a369cca4
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug22.jpg,GOOD,87fabe0059d4605de88b40cf82a671805516716432e8c942b12d3ec9e94109bd
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug23.jpg,GOOD,205d201faa05fc9d08a5c7d022afbe12a9f4c78b931175404ac6db3cf53bcff1
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug24.jpg,GOOD,fe38b7b2d8b0abe9cf06730074a1c3b7175ba89e093f383bc27f6dded6a771c2
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug25.jpg,GOOD,e83eeaa19095d885cb628969e79ffd086bd4c7cf429c532898c550501cf3315f
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug26.jpg,GOOD,c245c712da1d0130dd7dea79e9a96c1ef0adfa00371c923c37b03c35a08b00a4
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug27.jpg,GOOD,9f723a01203c25906f28f2fcc28599171ee5f91c82b1681c6df824039a6a7d11
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug28.jpg,GOOD,28684188269a888666623f6222d96753fedc47a1d7931bddc81d3e3090c8b317
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug29.jpg,GOOD,c45402796de62ecc46f7319cc2fc886ec7504b139615f0b71863b314a0d34a04
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug3.jpg,GOOD,6504cd94c519b9d4c1c721a718495649ec8bb797a2e587a24680b47948283966
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug4.jpg,GOOD,7288977fda84b8472e672296b050455923b059b914432a1c2b4f54efa1bfe39b
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug5.jpg,GOOD,8c849942b65c28546eb0c6b0707cecff53f5edcb6477637f42f66cb8403e7e60
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug6.jpg,GOOD,0e23f6a34ab1e1961651e813bc918cb288fa40a851005772b18e477e3914662c
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug7.jpg,GOOD,040c35e00a1f6e8e5d233158c1efa9d746897f54cf26103a3b547badbff62234
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug8.jpg,GOOD,f8bf1f3834916125812f01edec883c11c65e6de3c8cc85589e3bf7520dacbf46
clean_data\augmented\GOOD\IMG-20250215-WA0042 (1) (1) (1)-PDLjJl_aug9.jpg,GOOD,567f3968b95d63ea36e2604590ad063543a91655c91ce7b3e6588a0d477498ec
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug0.jpg,GOOD,bba2de3f76177c5a9da65b35515d7df276909fd11d14af5458b308a2899b83cd
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug1.jpg,GOOD,1bf0083055710cbe4b5d1b42a68c4c7af433e369e000a611578cdd74d65b1787
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug10.jpg,GOOD,ad2a5f6f08e07fbe1badd8082069d4e3a6572060b4fb9237427d31874c4a774d
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug11.jpg,GOOD,bcbc2211ec43679fd926267094cb0239f269bd58ce0d35aef65c375c2bc9ca33
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug12.jpg,GOOD,2d29d1b87f858a6d6cecf1ce3cbb85ca1100aaa8288b17c4cee0378289c4708f
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug13.jpg,GOOD,93d898328dc0b1c8b826c9f69d79b6c27ca601e2b409d4364c54d414bd12dda6
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug14.jpg,GOOD,f2984e894f858088081e38c3819e7915c75d4ef4c3d4384fb53b23529bf262cb
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug15.jpg,GOOD,6f7aba70bb29755bc3e087bf77f812582054318549a32aacdd60cea9bb308276
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug16.jpg,GOOD,2161ca7f8b2999102fc35f42399bdad695bf8229bda7f0304ed34eb4fa7c5693
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug17.jpg,GOOD,ff90c065e9680be7285f8d18038a48df0692f375817c9052cb6416f78bf0cdcb
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug18.jpg,GOOD,c4c46340cb31bc130616e57dc4de0764e39f6c713cbdff7f51f0649c695d60bb
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug19.jpg,GOOD,8735498a2a1628dd7f3eb43b41e22f4f646a55e9c8cf0f7ab75e8049f47e0aa4
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug2.jpg,GOOD,eb4d3235740c908f3785cf915ecf553cc3286a6e9a286dd074147333a342e3b6
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug20.jpg,GOOD,3b9b2df0c0d733c4f3322e2dd78b700a1e311e3027081a499e4e26bd308e51f3
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug21.jpg,GOOD,335e3cba14e24832c75f6ce303195201a820aaf132d142c7c229d94ff8aac1cf
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug22.jpg,GOOD,184b1256049d4e95bb8a5f0427ec483690383e50334bc2b373cea2e7b5e6398a
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug23.jpg,GOOD,cca4702eb9bd392686baa6e199dfa7ec61eb69a00188675fc6652f5ff051ca8f
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug24.jpg,GOOD,0b8c4f04e298aef0d48430fd52d47b0042029f0b44aa85b2edec78512359987b
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug25.jpg,GOOD,d321c07b5ce8d916487d4c42ec685e296ab37d18517a7cc2273dffc8d42bd3f4
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug26.jpg,GOOD,e81133e5dd8b7b471aa9740b52f7735b2149973bcd7388fff8cc87ef09d998d8
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug27.jpg,GOOD,43db1f9b2149c824c12cf88bd228f57656e0f2a8cc7bf25f5e6b91da5cb955fb
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug28.jpg,GOOD,06ba0821144719870434dc10e7f749624c9b860f157e747c959f15b47e7f1765
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug29.jpg,GOOD,f0c31d485969bd2a4a59c485a0abb607bab281ed5a4def3941d574213983cbc5
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug3.jpg,GOOD,5d55b8999c15061a73d27ad25ad58277c2e769aee69c6028061a65ab6d55ebc9
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug4.jpg,GOOD,efc478c6d7546b1beed8a28899aea1189715d5a46d82165a4e4ecf86903b53e2
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug5.jpg,GOOD,61f5e1823e84a48daea71c94f64bc33795b3442c1fe647fc5239030804a07dd8
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug6.jpg,GOOD,0c887839c835d03d90317451a4e9d7dcb28ba484215707962ea2e469840f15f8
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug7.jpg,GOOD,755232694e6a13837236b9df0249c7696bf32dea11d68d1187408de9e2758ff1
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug8.jpg,GOOD,c24f79f57121a86cb9fd41555acf8faa102dca4c7c008cb9d90ca35734687c70
clean_data\augmented\GOOD\IMG-20250215-WA0043 (1) (1) (1)-bPeVId_aug9.jpg,GOOD,a3e88d45c38db4883bff76e0c4f22c14b5f9c19fda53a24c5d32e76d351f170a
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug0.jpg,GOOD,99b9ff40ecdc0c05274086b9aafaccae98611f986fb2c3b8b42535be0f2a117b
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug1.jpg,GOOD,45656b194fbe083ea053e6051a3fd26067024bc87df0e356d9a55dd9438e1d0e
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug10.jpg,GOOD,239918cd5a2b70de962ca38dedc2775c838db4cef3dbca9a17d26eb055f75922
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug11.jpg,GOOD,df8938b1e9d688654a4f0af3c0584b9fb41d2cf019324225e872ba93c1edeaf4
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug12.jpg,GOOD,94ff127e1b0c9cbac47a1665ba963f4ea2b215e56d1592836a860138889d6dd7
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug13.jpg,GOOD,b65dd871bcdcaa54c0b72c5f018fab6ac000e306d004a29fba4a1f79399950d6
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug14.jpg,GOOD,210deb6a3c85a87c91e3965a5b07e48ef9a8064714277da03faca27cc09b4895
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug15.jpg,GOOD,09bce210982441537407e7b88f739911b4be699ee37e79b5f77489ddbb202a48
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug16.jpg,GOOD,a972202a78182f81e1c221ea09eb9507e94d7a5d54664a851d5924cba2eaf866
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug17.jpg,GOOD,4de2124e433098269761bd181d8a4aa6710ad87bb23cba48dfbf89ee03c82788
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug18.jpg,GOOD,ea24b12bd43d1f3aefc63d4983c648b3089ea6b2b30f35a3b10fe9dfa3a1bef0
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug19.jpg,GOOD,1bb75b80400d3d88e89ac19d61a2e3fc54ccaa15870fc5df329e27ff6cfaac24
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug2.jpg,GOOD,3ec72cae66b9ec65f36205d508466e71e1c82524994699d938a9ed50a5313b7f
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug20.jpg,GOOD,9ec23dcf83d9742a2a8e0968f154ef1ed0b58f9f181b05e8d66bb34db4052091
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug21.jpg,GOOD,a77f616bf07c2aeea1dfa99c253bec4224bc0104422a3e495d9f7bd2a4397237
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug22.jpg,GOOD,fdd868fa64b4a09b9d7f808a6cd9192f42bdfedeac62916d5bd413ac4b37a3e3
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug23.jpg,GOOD,847b57f00be103eda86860e37633a6e182153e569d679c71698cc7d805fa223f
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug24.jpg,GOOD,f96513ed7c86b8e93b29af3d407d12094d42c5371628e8ddc54cadddd90332c8
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug25.jpg,GOOD,0e9a9131430b65338263121a761f5c50523a9417847fdc2231e60ff7a58f28c8
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug26.jpg,GOOD,ac6078525721cf1b536f3920a7ba3a511e167477f2030ea6048729d1245b76b1
clean_data\augmented\GOOD\IMG-20250215-WA0044 (1) (1) (1)-nwwa0M_aug27.jpg,GOOD,52d086bdf87cda5eae2c7b2a71fd1765491fe2a35d54196db3c6dd98b57c73c7
